time,m_dot_ox,m_dot_fuel,m_dot_total,of_ratio,P_cc,T_combustion,thrust,D_port,m_ox_remaining
0.0,2.1224647787760853,8.645311215585636,10.76777599436172,0.2455047280368274,29983555693476.47,3000,60772661421.043045,0.013476645508158077,-0.017224647787760852
