Lethargy,Bastille,150,1,https://youtu.be/hw1A8mMrxmI/
Lethargy,Bastille,100,0,https://youtu.be/s8jX0jR_LSA/
Send Them Off!,Bastille,50,1,https://youtu.be/NgTQcH-SMps/
Send Them Off!,Bastille,100,0,https://youtu.be/Rfc_3nlOQBA/
Power,Bastille,100,0,https://youtu.be/-XLdRD4ma2k/
Power,Bastille,100,0,https://youtu.be/HerfW8Z18-M/
Glory,Bastille,100,0,https://youtu.be/-p95VYMv6NY/
Glory,Bastille,100,0,https://youtu.be/dXiSTEYRQ8Q/
An Act Of Kindness,Bastille,100,0,https://youtu.be/GNg7XHjHyBU/
An Act Of Kindness,Bastille,100,0,https://youtu.be/BZ_VasxfwLE/
The Currents,Bastille,150,1,https://youtu.be/bue53h6pVVE/
The Currents,Bastille,100,0,https://youtu.be/oz4sJcuo-EY/
Good Grief,Bastille,150,1,https://youtu.be/ATT4AnHt7i8/
Good Grief,Bastille,150,1,https://youtu.be/LDY4Bf8Zwn8/
Don't Panic,Coldplay,100,0,https://youtu.be/eFRUjddivS0/
Don't Panic,Coldplay,100,0,https://youtu.be/2XqpXmhM1Fc/
High Speed,Coldplay,50,1,https://youtu.be/Jcxm3rPk99c/
High Speed,Coldplay,100,0,https://youtu.be/JXmyDJpZhAw/
I Bet My Life,Imagine Dragons,100,0,https://youtu.be/ey_2d_vis1M/
I Bet My Life,Imagine Dragons,100,0,https://youtu.be/XDjm770j3o4/
